rank,lemma,PoS,freq,synonym,synset
1878,release,n,47967,button,Synset('release.n.08')
1879,soviet,a,47917,,
1880,profit,n,47886,lucre,Synset('net_income.n.01')
1881,challenge,v,47854,gainsay,Synset('challenge.v.01')
1882,careful,a,47847,measured,Synset('careful.s.03')
1883,gender,n,47825,sexuality,Synset('sex.n.04')
1884,tape,n,47805,tapeline,Synset('tape.n.04')
1885,ocean,n,47773,sea,Synset('ocean.n.02')
1886,unidentified,a,47748,nameless,Synset('nameless.s.01')
1887,host,n,47739,emcee,Synset('master_of_ceremonies.n.01')
1888,grant,v,47729,give,Synset('grant.v.05')
1889,circumstance,n,47687,context,Synset('context.n.02')
1890,late,r,47682,deep,Synset('deep.r.02')
1891,boss,n,47643,knob,Synset('knob.n.01')
1892,declare,v,47594,announce,Synset('announce.v.02')
1893,domestic,a,47518,,
1894,tea,n,47503,teatime,Synset('tea.n.02')
1895,organize,v,47499,form,Synset('form.v.01')
1896,english,a,47464,,
1897,neither,r,47463,,
1899,official,a,47368,prescribed,Synset('official.s.04')
1900,surround,v,47314,fence,Synset('wall.v.01')
1901,manner,n,47282,way,Synset('manner.n.01')
1902,surprised,a,47267,,
1903,percentage,n,47208,percent,Synset('percentage.n.01')
1904,massive,a,47167,monolithic,Synset('massive.s.01')
1905,cloud,n,47140,,
1906,winner,n,47124,achiever,Synset('achiever.n.01')
1907,honest,a,47105,fair,Synset('honest.s.07')
1908,standard,a,47085,received,Synset('standard.a.04')
1909,propose,v,47044,offer,Synset('propose.v.05')
1910,rely,v,47026,trust,Synset('trust.v.01')
1912,sentence,n,46932,condemnation,Synset('conviction.n.02')
1913,request,n,46865,postulation,Synset('request.n.01')
1914,appearance,n,46855,show,Synset('appearance.n.06')
1916,excellent,a,46847,first-class,Synset('excellent.s.01')
1917,criminal,a,46839,felonious,Synset('criminal.s.03')
1918,salt,n,46825,,
1919,beauty,n,46819,beaut,Synset('beauty.n.03')
1920,bottle,n,46801,bottleful,Synset('bottle.n.02')
1921,component,n,46800,element,Synset('component.n.03')
1923,fee,n,46768,,
1924,jewish,a,46702,,
1926,dry,a,46604,teetotal,Synset('dry.s.16')
1927,dance,n,46601,,
1928,shirt,n,46579,,
1929,tip,n,46537,steer,Synset('tip.n.03')
1930,plastic,n,46455,,
1931,indian,a,46454,,
1932,mark,v,46427,score,Synset('grade.v.03')
1933,tooth,n,46405,,
1934,meat,n,46401,sum,Synset('kernel.n.03')
1935,stress,n,46396,focus,Synset('stress.n.03')
1936,illegal,a,46386,,
1937,significantly,r,46378,importantly,Synset('importantly.r.01')
1938,february,n,46378,,
1939,constitution,n,46355,establishment,Synset('constitution.n.02')
1940,definition,n,46347,,
1941,uncle,n,46291,,
1942,metal,n,46260,alloy,Synset('alloy.n.01')
1943,album,n,46247,,
1944,self,n,46225,ego,Synset('self.n.01')
1945,suppose,v,46217,presuppose,Synset('presuppose.v.02')
1946,investor,n,46202,,
1947,fruit,n,46189,,
1948,holy,a,46164,,
1949,desk,n,46133,,
1950,eastern,a,46071,easterly,Synset('easterly.s.01')
1951,valley,n,46050,vale,Synset('valley.n.01')
1952,largely,r,46002,mostly,Synset('largely.r.01')
1953,abortion,n,45934,miscarriage,Synset('miscarriage.n.01')
1954,chapter,n,45911,,
1955,commitment,n,45809,loyalty,Synset('commitment.n.02')
1956,celebrate,v,45778,fete,Synset('celebrate.v.02')
1957,arrest,v,45707,hold,Synset('halt.v.01')
1958,dance,v,45680,,
1959,prime,a,45667,quality,Synset('choice.s.01')
1960,urban,a,45632,,
1961,internal,a,45614,intragroup,Synset('internal.s.02')
1962,bother,v,45596,trouble,Synset('trouble_oneself.v.01')
1963,proposal,n,45546,,
1964,shift,v,45537,dislodge,Synset('shift.v.02')
1965,capacity,n,45515,capacitance,Synset('capacitance.n.01')
1966,guilty,a,45494,shamefaced,Synset('guilty.s.02')
1967,warn,v,45485,discourage,Synset('warn.v.02')
1968,influence,v,45471,tempt,Synset('charm.v.04')
1969,weak,a,45461,,
1971,catholic,a,45444,,
1972,nose,n,45433,nozzle,Synset('nozzle.n.01')
1973,variable,n,45399,,
1974,convention,n,45389,conventionalism,Synset('conventionality.n.03')
1975,jury,n,45342,panel,Synset('jury.n.02')
1976,root,n,45327,rootage,Synset('beginning.n.04')
1977,incident,n,45300,,
1978,climb,v,45263,rise,Synset('rise.v.02')
1979,hearing,n,45235,listening,Synset('listening.n.01')
1980,everywhere,r,45191,everyplace,Synset('everywhere.r.01')
1981,payment,n,45132,defrayal,Synset('payment.n.02')
1982,bear,n,45125,,
1983,conclude,v,45116,resolve,Synset('conclude.v.03')
1984,scream,v,45103,holler,Synset('shout.v.02')
1985,surgery,n,45042,operation,Synset('operation.n.06')
1986,shadow,n,45022,vestige,Synset('trace.n.02')
1987,witness,n,44979,attestor,Synset('witness.n.04')
1988,increasingly,r,44978,progressively,Synset('increasingly.r.01')
1989,chest,n,44918,breast,Synset('breast.n.01')
1990,amendment,n,44879,,
1991,paint,v,44842,,
1992,secret,a,44837,hidden,Synset('hidden.s.02')
1993,complain,v,44829,kvetch,Synset('complain.v.01')
1994,extent,n,44804,,
1995,pleasure,n,44800,delight,Synset('joy.n.02')
1996,nod,v,44778,,
1997,holiday,n,44775,vacation,Synset('vacation.n.01')
1998,super,a,44696,tiptop,Synset('ace.s.01')
1999,talent,n,44687,gift,Synset('endowment.n.01')
2000,necessarily,r,44682,needfully,Synset('necessarily.r.01')
2001,liberal,a,44658,tolerant,Synset('broad.s.08')
2002,expectation,n,44646,outlook,Synset('expectation.n.01')
2003,ride,n,44508,drive,Synset('drive.n.08')
2004,accuse,v,44491,charge,Synset('charge.v.02')
2005,knock,v,44485,bump,Synset('bump.v.01')
2006,previously,r,44480,antecedently,Synset('previously.r.01')
2007,wing,n,44427,flank,Synset('flank.n.01')
2008,corporation,n,44407,corp,Synset('corporation.n.01')
2009,sector,n,44401,sphere,Synset('sector.n.03')
2010,fat,n,44341,,
2011,experiment,n,44341,experimentation,Synset('experiment.n.02')
2012,match,v,44314,equalize,Synset('equal.v.03')
2013,thin,a,44274,sparse,Synset('sparse.s.01')
2014,farmer,n,44255,sodbuster,Synset('farmer.n.01')
2015,rare,a,44243,uncommon,Synset('rare.s.05')
2016,english,n,44219,,
2017,confidence,n,44154,sureness,Synset('assurance.n.01')
2018,bunch,n,43989,lot,Synset('bunch.n.03')
2019,bet,v,43896,play,Synset('bet.v.02')
2020,cite,v,43809,quote,Synset('quote.v.01')
2021,northern,a,43805,northerly,Synset('northerly.s.01')
2022,speaker,n,43781,loudspeaker,Synset('loudspeaker.n.01')
2023,breast,n,43780,titty,Synset('breast.n.02')
2024,contribution,n,43738,part,Synset('contribution.n.01')
2025,leaf,n,43674,folio,Synset('leaf.n.02')
2026,creative,a,43673,originative,Synset('creative.a.01')
2027,interaction,n,43639,,
2028,hat,n,43629,chapeau,Synset('hat.n.01')
2029,doubt,n,43620,dubiety,Synset('doubt.n.01')
2030,promise,n,43606,hope,Synset('promise.n.02')
2031,pursue,v,43595,engage,Synset('prosecute.v.03')
2032,overall,a,43582,,
2033,nurse,n,43524,nanny,Synset('nanny.n.01')
2034,question,v,43506,interview,Synset('interview.v.01')
2035,long-term,a,43471,semipermanent,Synset('long-run.s.01')
2036,gene,n,43463,factor,Synset('gene.n.01')
2037,package,n,43448,software,Synset('software.n.01')
2038,weird,a,43433,eldritch,Synset('eldritch.s.01')
2039,difficulty,n,43423,difficultness,Synset('difficulty.n.04')
2040,hardly,r,43416,scarcely,Synset('hardly.r.02')
2041,daddy,n,43376,dad,Synset('dad.n.01')
2042,estimate,v,43344,judge,Synset('estimate.v.01')
2043,list,v,43341,name,Synset('list.v.01')
2044,era,n,43331,epoch,Synset('era.n.01')
2045,comment,v,43256,remark,Synset('comment.v.01')
2046,aid,n,43250,tending,Synset('care.n.01')
2048,invest,v,43235,enthrone,Synset('invest.v.04')
2049,personally,r,43235,,
2050,notion,n,43225,whimsy,Synset('notion.n.03')
2051,explanation,n,43197,account,Synset('explanation.n.01')
2052,airport,n,43177,aerodrome,Synset('airport.n.01')
2053,chain,n,43156,string,Synset('chain.n.10')
2054,expose,v,43119,debunk,Synset('debunk.v.01')
2055,lock,v,43093,interlock,Synset('lock.v.04')
2056,convince,v,43085,convert,Synset('convert.v.09')
2057,channel,n,43041,,
2058,carefully,r,43034,cautiously,Synset('cautiously.r.01')
2059,tear,n,43024,rip,Synset('rip.n.02')
2060,estate,n,43023,acres,Synset('estate.n.02')
2061,initial,a,42971,,
2062,offer,n,42944,offering,Synset('offer.n.01')
2063,purchase,v,42921,buy,Synset('buy.v.01')
2064,guide,n,42871,template,Synset('template.n.01')
2065,forth,r,42832,away,Synset('away.r.01')
2067,bond,n,42742,alliance,Synset('alliance.n.02')
2068,birthday,n,42727,,
2069,travel,n,42709,travelling,Synset('travel.n.01')
2070,pray,v,42700,implore,Synset('beg.v.01')
2071,improvement,n,42657,melioration,Synset('improvement.n.03')
2072,ancient,a,42623,,
2073,ought,v,42597,,
2074,escape,v,42473,elude,Synset('elude.v.02')
2075,trail,n,42439,lead,Synset('lead.n.03')
2076,brown,a,42423,chocolate-brown,Synset('brown.s.01')
2077,fashion,n,42405,style,Synset('manner.n.01')
2078,length,n,42379,duration,Synset('duration.n.03')
2079,sheet,n,42366,plane,Synset('plane.n.02')
2080,funding,n,42356,backing,Synset('support.n.11')
2081,meanwhile,r,42307,meantime,Synset('meanwhile.r.02')
2082,fault,n,42283,fracture,Synset('fault.n.04')
2083,barely,r,42258,hardly,Synset('barely.r.01')
2084,eliminate,v,42246,pass,Synset('excrete.v.01')
2085,motion,n,42232,question,Synset('motion.n.05')
2086,essential,a,42222,substantive,Synset('substantive.a.02')
2087,apart,r,42168,aside,Synset('apart.r.02')
2088,combination,n,42138,,
2089,limited,a,42129,modified,Synset('limited.s.04')
2090,description,n,42091,,
2091,mix,v,42079,amalgamate,Synset('mix.v.05')
2092,snow,n,42027,snowfall,Synset('snow.n.01')
2093,implement,v,42004,apply,Synset('enforce.v.01')
2094,pretty,a,41937,,
2095,proper,a,41810,,
2096,part,r,41783,partially,Synset('partially.r.01')
2097,marketing,n,41781,merchandising,Synset('selling.n.01')
2098,approve,v,41740,okay,Synset('approve.v.01')
2100,bomb,n,41679,dud,Synset('turkey.n.05')
2101,slip,v,41664,slew,Synset('skid.v.04')
2102,regional,a,41656,,
2103,lack,v,41652,miss,Synset('miss.v.06')
2104,muscle,n,41650,muscleman,Synset('muscleman.n.01')
2105,contact,v,41609,touch,Synset('touch.v.05')
2106,rise,n,41609,ascension,Synset('rise.n.02')
2107,False,a,41580,,
2108,likely,r,41540,probably,Synset('probably.r.01')
2109,creation,n,41523,cosmos,Synset('universe.n.01')
2110,typically,r,41485,,
2111,spending,n,41483,outlay,Synset('spending.n.01')
2112,instrument,n,41473,tool,Synset('instrument.n.02')
2113,mass,n,41453,bulk,Synset('bulk.n.02')
2115,thick,a,41420,buddy-buddy,Synset('chummy.s.02')
2116,kiss,v,41405,buss,Synset('snog.v.01')
2117,increased,a,41356,,
2118,inspire,v,41223,instigate,Synset('prompt.v.02')
2119,separate,a,41176,freestanding,Synset('freestanding.s.01')
2120,noise,n,41144,racket,Synset('noise.n.02')
2121,yellow,a,41133,chicken,Synset('chicken.s.01')
2122,aim,v,41126,train,Synset('aim.v.01')
2123,e-mail,n,41092,email,Synset('electronic_mail.n.01')
2124,cycle,n,41088,round,Synset('cycle.n.01')
2125,signal,n,41085,signaling,Synset('signal.n.01')
2126,app,n,41082,,
2127,golden,a,41056,fortunate,Synset('fortunate.s.02')
2128,reject,v,41033,eliminate,Synset('rule_out.v.03')
2129,inform,v,41031,,
2130,perception,n,41010,percept,Synset('percept.n.01')
2131,visitor,n,41006,visitant,Synset('visitor.n.01')
2132,cast,v,41004,mould,Synset('cast.v.07')
2133,contrast,n,40982,line,Synset('line.n.29')
2134,judgment,n,40961,judgement,Synset('judgment.n.01')
2135,mean,a,40927,beggarly,Synset('beggarly.s.01')
2136,rest,v,40908,lie,Synset('lie.v.06')
2137,representative,n,40894,congresswoman,Synset('congressman.n.01')
2138,pass,n,40865,walk,Synset('base_on_balls.n.01')
2139,regime,n,40863,regimen,Synset('regimen.n.01')
2140,merely,r,40843,but,Synset('merely.r.01')
2141,producer,n,40843,manufacturer,Synset('manufacturer.n.02')
2143,route,n,40816,path,Synset('path.n.03')
2144,lie,n,40794,prevarication,Synset('lie.n.01')
2145,typical,a,40785,distinctive,Synset('distinctive.s.01')
2146,analyst,n,40785,psychoanalyst,Synset('analyst.n.03')
2147,account,v,40739,,
2148,elect,v,40738,,
2149,smell,v,40735,reek,Synset('smack.v.02')
2150,female,n,40661,,
2151,living,a,40560,surviving,Synset('surviving.s.01')
2152,disability,n,40559,disablement,Synset('disability.n.01')
2153,comparison,n,40525,comparability,Synset('comparison.n.03')
2154,hand,v,40469,give,Synset('pass.v.05')
2155,rating,n,40458,paygrade,Synset('military_rank.n.01')
2156,campus,n,40453,,
2157,assess,v,40352,tax,Synset('tax.v.02')
2158,solid,a,40301,self-coloured,Synset('solid.s.14')
2159,branch,n,40300,subdivision,Synset('branch.n.01')
2160,mad,a,40286,huffy,Synset('huffy.s.02')
2161,somewhat,r,40283,moderately,Synset('reasonably.r.01')
2162,gentleman,n,40277,man,Synset('valet.n.01')
2163,opposition,n,40268,confrontation,Synset('confrontation.n.04')
2164,fast,a,40261,quick,Synset('flying.s.02')
2165,suspect,v,40173,mistrust,Synset('distrust.v.01')
2166,land,v,40144,bring,Synset('bring.v.05')
2167,hit,n,40121,collision,Synset('collision.n.01')
2168,aside,r,40119,away,Synset('aside.r.02')
2169,athlete,n,40094,jock,Synset('athlete.n.01')
2170,opening,n,40053,initiative,Synset('first_step.n.01')
2171,prayer,n,40037,appeal,Synset('entreaty.n.01')
2172,frequently,r,40035,oftentimes,Synset('frequently.r.01')
2173,employ,v,40014,utilize,Synset('use.v.01')
2174,basketball,n,40007,hoops,Synset('basketball.n.01')
2175,existing,a,39974,existent,Synset('existent.a.01')
2176,revolution,n,39959,gyration,Synset('rotation.n.03')
2177,click,v,39951,snap,Synset('snap.v.10')
2178,emotion,n,39949,,
2179,fuck,n,39924,shag,Synset('fuck.n.01')
2180,platform,n,39915,program,Synset('platform.n.02')
2181,behind,r,39874,slow,Synset('behind.r.03')
2182,frame,n,39817,framing,Synset('frame.n.10')
2183,appeal,n,39798,appealingness,Synset('appeal.n.02')
2184,quote,v,39780,cite,Synset('quote.v.01')
2185,potential,n,39779,voltage,Synset('electric_potential.n.01')
2186,struggle,n,39777,battle,Synset('struggle.n.01')
2187,brand,n,39754,blade,Synset('sword.n.01')
2188,enable,v,39743,,
2189,legislation,n,39690,lawmaking,Synset('legislation.n.02')
2191,lab,n,39668,laboratory,Synset('lab.n.01')
2192,oppose,v,39656,match,Synset('pit.v.01')
2193,row,n,39635,words,Synset('quarrel.n.01')
2194,immigration,n,39570,in-migration,Synset('immigration.n.01')
2195,asset,n,39563,plus,Synset('asset.n.01')
2196,observation,n,39551,observance,Synset('observation.n.02')
2197,online,r,39528,,
2198,taste,n,39481,preference,Synset('preference.n.01')
2199,decline,v,39480,correct,Synset('decline.v.06')
2200,attract,v,39479,pull,Synset('attract.v.01')
2203,household,n,39430,house,Synset('family.n.01')
2204,separate,v,39416,classify,Synset('classify.v.01')
2205,breathe,v,39322,suspire,Synset('breathe.v.01')
2206,existence,n,39315,being,Synset('being.n.01')
2207,mirror,n,39284,,
2208,pilot,n,39272,original,Synset('original.n.02')
2209,stand,n,39230,stall,Synset('stall.n.03')
2210,relief,n,39223,succour,Synset('relief.n.05')
2211,milk,n,39204,,
2212,warning,n,39194,admonition,Synset('admonition.n.01')
2213,heaven,n,39105,paradise,Synset('eden.n.01')
2214,flow,n,39098,stream,Synset('stream.n.02')
2215,literally,r,39094,,
2216,quit,v,39091,discontinue,Synset('discontinue.v.01')
2217,calorie,n,39066,,
2218,seed,n,39062,germ,Synset('source.n.03')
2219,vast,a,38988,Brobdingnagian,Synset('huge.s.01')
2220,bike,n,38920,motorcycle,Synset('motorcycle.n.01')
2221,german,a,38898,,
2222,employer,n,38895,,
2223,drag,v,38895,tangle,Synset('embroil.v.01')
2224,technical,a,38887,expert,Synset('technical.s.04')
2225,disaster,n,38801,catastrophe,Synset('catastrophe.n.02')
2226,display,v,38757,expose,Synset('expose.v.03')
2227,sale,n,38751,,
2228,bathroom,n,38712,lavatory,Synset('toilet.n.01')
2229,succeed,v,38621,win,Synset('succeed.v.01')
2230,consistent,a,38618,uniform,Synset('consistent.s.04')
2231,agenda,n,38615,docket,Synset('agenda.n.01')
2232,enforcement,n,38612,,
2233,diet,n,38595,dieting,Synset('diet.n.04')
2234,mark,n,38593,fool,Synset('chump.n.01')
2235,silence,n,38552,secrecy,Synset('secrecy.n.01')
2236,journalist,n,38495,diarist,Synset('diarist.n.01')
2237,bible,n,38492,,
2238,queen,n,38445,world-beater,Synset('king.n.02')
2239,divide,v,38426,dissever,Synset('divide.v.01')
2240,expense,n,38330,disbursal,Synset('expense.n.01')
2241,cream,n,38234,pick,Synset('cream.n.01')
2242,exposure,n,38231,vulnerability,Synset('vulnerability.n.01')
2243,priority,n,38168,precedency,Synset('precedence.n.01')
2244,soil,n,38159,stain,Synset('dirt.n.02')
2245,angel,n,38155,saint,Synset('saint.n.02')
2246,journey,n,38098,journeying,Synset('journey.n.01')
2247,trust,n,38062,faith,Synset('faith.n.02')
2248,relevant,a,38034,,
2249,tank,n,38032,tankful,Synset('tank.n.03')
2250,cheese,n,38025,cheeseflower,Synset('tall_mallow.n.01')
2251,schedule,n,38022,docket,Synset('agenda.n.01')
2252,bedroom,n,37979,chamber,Synset('bedroom.n.01')
2253,tone,n,37956,note,Synset('note.n.03')
2254,selection,n,37940,excerpt,Synset('excerpt.n.01')
2255,date,v,37929,,
2256,perfectly,r,37923,utterly,Synset('absolutely.r.01')
2257,wheel,n,37921,bicycle,Synset('bicycle.n.01')
2258,gap,n,37884,col,Synset('col.n.01')
2259,veteran,n,37880,vet,Synset('veteran.n.02')
2261,disagree,v,37874,dissent,Synset('disagree.v.01')
2262,characteristic,n,37848,feature,Synset('feature.n.01')
2263,protein,n,37846,,
2264,resolution,n,37841,resolve,Synset('resoluteness.n.01')
2265,whole,n,37840,unit,Synset('whole.n.02')
2266,regard,v,37839,consider,Synset('see.v.05')
2268,engineer,n,37679,technologist,Synset('engineer.n.01')
2269,walk,n,37624,walkway,Synset('walk.n.05')
2270,dish,n,37580,saucer,Synset('dish.n.05')
2271,waste,n,37529,wastefulness,Synset('waste.n.02')
2272,print,n,37504,,
2273,depression,n,37492,slump,Synset('depression.n.02')
2274,dude,n,37467,sheik,Synset('dandy.n.01')
2275,fat,a,37455,juicy,Synset('fat.s.04')
2276,present,n,37433,nowadays,Synset('present.n.01')
2277,upper,a,37419,,
2278,wrap,v,37396,twine,Synset('wind.v.03')
2279,ceo,n,37374,,
2280,visual,a,37347,ocular,Synset('ocular.s.03')
2281,initiative,n,37346,opening,Synset('first_step.n.01')
2282,rush,v,37327,induce,Synset('induce.v.03')
2283,gate,n,37317,,
2284,slow,v,37312,decelerate,Synset('decelerate.v.01')
2285,whenever,r,37287,,
2286,entry,n,37187,entrance,Synset('entrance.n.03')
2287,japanese,a,37170,,
2288,gray,a,37161,grey,Synset('grey.s.04')
2289,assistance,n,37154,help,Synset('aid.n.01')
2290,height,n,37131,stature,Synset('stature.n.02')
2291,compete,v,37112,vie,Synset('compete.v.01')
2292,rule,v,37088,rein,Synset('rule.v.07')
2293,due,a,37060,imputable,Synset('ascribable.s.01')
2294,essentially,r,37053,fundamentally,Synset('basically.r.01')
2295,benefit,v,37025,gain,Synset('profit.v.01')
2296,phase,n,37013,form,Synset('phase.n.02')
2297,conservative,n,36998,conservativist,Synset('conservative.n.01')
2298,recover,v,36947,recoup,Synset('recover.v.04')
2299,criticism,n,36941,critique,Synset('criticism.n.02')
2300,faculty,n,36906,staff,Synset('staff.n.03')
2301,achievement,n,36879,accomplishment,Synset('accomplishment.n.01')
2302,alcohol,n,36823,inebriant,Synset('alcohol.n.01')
2303,therapy,n,36823,,
2304,offense,n,36790,offence,Synset('discourtesy.n.03')
2305,touch,n,36766,signature,Synset('touch.n.04')
2306,killer,n,36754,slayer,Synset('killer.n.01')
2307,personality,n,36750,,
2308,landscape,n,36719,,
2309,deeply,r,36653,profoundly,Synset('profoundly.r.01')
